id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
1381,22.34,26.145,438,1068,0.0043637261,1
1382,22.29,26.1425,438,1061.75,0.004349958,1
1383,22.29,25.7,441,1045.6666666667,0.0042758225,1
1384,22.29,26.22,438,1041.5,0.004362944,1
1385,22.29,26.2425,442.5,1051,0.0043667143,1
1386,22.29,26.125,438,1059.25,0.0043470258,1
1387,22.315,26.2,438,1065,0.0043662771,1
1388,22.29,26.175,442.5,1064.75,0.0043554037,1
1389,22.29,26.1,441,1054.6666666667,0.0043428369,1
1390,22.29,25.995,447,1042.5,0.0043252442,1
1391,22.2675,25.8925,438,1039,0.0043021347,1
1392,22.29,25.89,447,1036.3333333333,0.0043076525,1
1393,22.29,25.89,447,1036.5,0.0043076525,1
1394,22.29,25.8566666667,433,1038.6666666667,0.0043020681,1
1395,22.245,25.7225,433,1030.5,0.0042678045,1
1396,22.23,25.6666666667,433,1023.6666666667,0.0042545633,1
1397,22.29,25.6,433,1019.5,0.0042590711,1
1398,22.245,25.55,433,1010,0.0042389887,1
1399,22.2675,25.575,433,1002.75,0.0042490205,1
1400,22.29,25.5666666667,433,1002.3333333333,0.0042534875,1
1401,22.2675,25.4975,433,998.75,0.004236057,1
1402,22.245,25.55,433,1002,0.0042389887,1
1403,22.29,25.5,433,1002.25,0.0042423206,1
1404,22.29,25.5,433,1001.5,0.0042423206,1
1405,22.29,25.445,433,998.5,0.0042331083,1
1406,22.29,25.2,433,990.75,0.0041920746,1
1407,22.29,25.23,433,991,0.0041970989,1
1408,22.245,25.15,433,986,0.0041721798,1
1409,22.29,25.2675,433,976.25,0.0042033793,1
1410,22.29,25.2,433,966,0.0041920746,1
1411,22.29,25.2,433,966.3333333333,0.0041920746,1
1412,22.29,25.15,433,967.5,0.0041837011,1
1413,22.29,25.03,433,970,0.0041636054,1
1414,22.2225,24.865,433,954.75,0.004118903,1
1415,22.26,24.8266666667,433,951.6666666667,0.0041219736,1
1416,22.245,24.89,433,940.75,0.0041287616,1
1417,22.245,24.89,433,935.5,0.0041287616,1
1418,22.2225,24.84,433,933.25,0.0041147343,1
1419,22.2,24.7,433,937.6666666667,0.0040857518,1
1420,22.2,24.7,433,938,0.0040857518,1
1421,22.2,24.7,433,933.5,0.0040857518,1
1422,22.2,24.7,433,925.5,0.0040857518,1
1423,22.2,24.65,433,921,0.0040774268,1
1424,22.2,24.5666666667,433,920.3333333333,0.0040635523,1
1425,22.2,24.55,433,912.25,0.0040607775,1
1426,22.2,24.334,429.5,913,0.0040248181,1
1427,22.2,24.34,433,903,0.0040258169,1
1428,22.2,24.395,433,905.5,0.0040349729,1
1429,22.2,24.34,433,907,0.0040258169,1
1430,22.2,24.3566666667,433,903,0.0040285914,1
1431,22.175,24.39,433,900.5,0.0040279625,1
1432,22.175,24.365,433,900.25,0.0040238071,1
1433,22.2,24.365,433,900.5,0.0040299787,1
1434,22.1333333333,24.29,433,898.6666666667,0.0040011057,1
1435,22.15,24.2225,433,892,0.0039939955,1
1436,22.1333333333,24.2,433,886,0.0039861857,1
1437,22.1,24.2675,433,884.25,0.0039892115,1
1438,22.1,24.245,433,887,0.0039854891,1
1439,22.1,24.29,433,884,0.0039929339,1
1440,22.125,24.2675,433,878.5,0.0039953332,1
1441,22.1333333333,24.26,433,887,0.0039961323,1
1442,22.125,24.15,433,882.25,0.0039758647,1
1443,22.1,24.0725,433,879.25,0.0039569525,1
1444,22.1,23.9966666667,433,866,0.0039444082,1
1445,22.1,24.12,433,866,0.0039648101,1
1446,22.0666666667,23.9266666667,433,863,0.0039247958,1
1447,22.025,23.945,433,853.25,0.0039177927,1
1448,22,23.9266666667,433,858,0.003908772,1
1449,22,23.89,433,852.5,0.0039027444,1
1450,22,23.89,433,850.6666666667,0.0039027444,1
1451,22.025,23.9175,433,847,0.0039132649,1
1452,22,23.89,433,840.6666666667,0.0039027444,1
1453,22.075,23.9725,426,839,0.0039343725,1
1454,22.025,24.0475,213,845.5,0.0039346695,1
1455,22,24.1,0,844,0.0039372678,0
1456,22,24.1,0,846.6666666667,0.0039372678,0
1457,22,24.1,0,852,0.0039372678,0
1458,21.945,23.795,0,851,0.0038740252,0
1459,21.89,23.8566666667,0,824.6666666667,0.0038710296,0
1460,21.89,23.84,0,817,0.0038683085,0
1461,21.84,23.745,0,813.6666666667,0.0038409809,0
1462,21.84,23.745,0,805,0.0038409809,0
1463,21.79,23.7,0,807,0.0038218941,0
1464,21.79,23.745,0,800,0.0038291955,0
1465,21.79,23.7,0,781,0.0038218941,0
1466,21.745,23.55,0,776.5,0.0037870656,0
1467,21.7,23.7,0,771,0.0038008012,0
1468,21.7,23.6666666667,0,775,0.0037954229,0
1469,21.7,23.6666666667,0,771,0.0037954229,0
1470,21.7,23.39,0,763,0.0037507863,0
1471,21.7,23.55,0,755,0.0037765995,0
1472,21.6,23.6,0,754,0.00376145,0
1473,21.7,23.6,0,755,0.0037846665,0
1474,21.6,23.3933333333,0,754.6666666667,0.0037283133,0
1475,21.6,23.55,0,751.5,0.0037534327,0
1476,21.6,23.5,0,748.5,0.0037454157,0
1477,21.55,23.5,0,745.5,0.0037339041,0
1478,21.55,23.445,0,749,0.0037251129,0
1479,21.5666666667,23.5,0,746.6666666667,0.0037377378,0
1480,21.55,23.5,0,738.5,0.0037339041,0
1481,21.5,23.35,0,732.5,0.0036985223,0
1482,21.5,23.26,0,725.5,0.0036841823,0
1483,21.5,23.245,0,711.6666666667,0.0036817924,0
1484,21.5,23.23,0,705.6666666667,0.0036794025,0
1485,21.5,23.05,0,702.5,0.0036507249,0
1486,21.39,23.05,0,702.5,0.0036260647,0
1487,21.39,22.945,0,698.5,0.003609451,0
1488,21.39,22.79,0,698,0.0035849276,0
1489,21.39,22.695,0,677.5,0.003569898,0
1490,21.34,22.55,0,672,0.0035360439,0
1491,21.29,22.6,0,666.5,0.0035330185,0
1492,21.3233333333,22.5333333333,0,664.3333333333,0.0035297863,0
1493,21.34,22.395,0,660.5,0.0035116013,0
1494,21.34,22.395,0,654,0.0035116013,0
1495,21.29,21.945,0,650,0.0034300588,0
1496,21.29,21.85,0,635.5,0.0034151285,0
1497,21.245,21.745,0,634,0.0033892079,0
1498,21.2,21.745,0,631.5,0.0033798112,0
1499,21.2,21.995,0,631,0.0034188822,0
1500,21.245,22.1,0,637.5,0.0034448451,0
1501,21.29,22.1,0,640,0.0034544202,0
1502,21.29,21.8633333333,0,638.6666666667,0.003417224,0
1503,21.29,21.5,0,628,0.0033601284,0
1504,21.29,21.34,0,617,0.0033349887,0
1505,21.2,21.1666666667,0,612.3333333333,0.0032894459,0
1506,21.2,21.5666666667,0,609,0.0033519436,0
1507,21.2,21.6,0,616,0.0033571523,0
1508,21.2,21.55,0,614,0.0033493393,0
1509,21.2,21.445,0,613.5,0.0033329326,0
1510,21.2,21.195,0,611.5,0.0032938724,0
1511,21.2,21.2,0,600,0.0032946536,0
1512,21.2,21.3566666667,0,599,0.0033191308,0
1513,21.2,21.0666666667,0,592.6666666667,0.0032738234,0
1514,21.2,21.23,0,593,0.0032993405,0
1515,21.2,21.2,0,586,0.0032946536,0
1516,21.2,21.2,0,585,0.0032946536,0
1517,21.29,21.1,0,592.5,0.003297283,0
1518,21.29,21.1,0,593,0.003297283,0
1519,21.29,20.89,0,583,0.0032642942,0
1520,21.29,20.65,0,579.3333333333,0.003226597,0
1521,21.29,20.89,0,578,0.0032642942,0
1522,21.29,20.7475,0,570.5,0.003241911,0
1523,21.29,20.795,0,571,0.0032493719,0
1524,21.29,20.65,0,571,0.003226597,0
1525,21.245,20.79,0,563.5,0.0032395849,0
1526,21.2,20.495,0,560.5,0.0031845298,0
1527,21.2,20.3933333333,0,556,0.0031686523,0
1528,21.2,20.3225,0,550.25,0.0031575906,0
1529,21.2,20.1225,0,544.5,0.0031263596,0
1530,21.2,20.2266666667,0,547.6666666667,0.0031426253,0
1531,21.2,20,0,545,0.0031072321,0
1532,21.1,20.2,0,536,0.0031191546,0
1533,21.1,20.1,0,538,0.0031036362,0
1534,21.1,20.195,0,539.5,0.0031183787,0
1535,21.1,20.245,0,542.5,0.0031261381,0
1536,21.15,20.245,0,539,0.0031358,0
1537,21.1,20.0333333333,0,532.3333333333,0.003093291,0
1538,21.15,20,0,534,0.0030976624,0
1539,21.15,20,0,538.5,0.0030976624,0
1540,21.2,19.9633333333,0,538,0.0031015071,0
1541,21.2,19.995,0,539.5,0.0031064514,0
1542,21.2,19.895,0,531,0.0030908381,0
1543,21.2,20,0,526.5,0.0031072321,0
1544,21.2,19.9633333333,0,522,0.0031015071,0
1545,21.2,19.895,0,526,0.0030908381,0
1546,21.2,19.945,0,522.6666666667,0.0030986447,0
1547,21.2,19.84,0,525.3333333333,0.0030822511,0
1548,21.2,19.79,0,516.3333333333,0.0030744449,0
1549,21.15,19.65,0,520,0.003043188,0
1550,21.1,19.795,0,515.5,0.0030563098,0
1551,21.1,19.79,0,513.5,0.003055534,0
1552,21.1,19.79,0,517,0.003055534,0
1553,21.1,19.79,0,517,0.003055534,0
1554,21.175,19.79,0,514.75,0.0030697076,0
1555,21.2,19.63,0,510,0.0030494665,0
1556,21.1,19.29,0,503.5,0.0029779655,0
1557,21.1,19.39,0,502,0.0029934777,0
1558,21.1,19.65,0,498.5,0.0030338129,0
1559,21.075,19.65,0,498.5,0.0030291349,0
1560,21.05,19.6,0,502.5,0.00301673,0
1561,21.1,19.7,0,505,0.0030415703,0
1562,21.15,19.55,0,506.5,0.0030276257,0
1563,21.15,19.445,0,500,0.0030112861,0
1564,21.2,19.6,0,496,0.0030447833,0
1565,21.175,19.4425,0,499.25,0.0030155441,0
1566,21.1666666667,19.4966666667,0,497.6666666667,0.0030224321,0
1567,21.15,19.55,0,497,0.0030276257,0
1568,21.1,19.5,0,498,0.0030105419,0
1569,21.2,19.39,0,495,0.0030120026,0
1570,21.2,19.34,0,491.5,0.0030041982,0
1571,21.15,19.395,0,491,0.0030035056,0
1572,21.1666666667,19.5,0,493,0.0030229514,0
1573,21.1,19.5,0,489,0.0030105419,0
1574,21.2,19.445,0,485.5,0.0030205877,0
1575,21.2,19.39,0,488.5,0.0030120026,0
1576,21.2,19.39,0,486,0.0030120026,0
1577,21.2,19.445,0,488.5,0.0030205877,0
1578,21.2,19.29,0,490,0.002996394,0
1579,21.2,19.39,0,491,0.0030120026,0
1580,21.2,19.245,0,487,0.0029893704,0
1581,21.2,19.34,0,485.5,0.0030041982,0
1582,21.2,19.29,0,484.5,0.002996394,0
1583,21.2,19.29,0,491,0.002996394,0
1584,21.2,19.29,0,485,0.002996394,0
1585,21.2,19.29,0,484.5,0.002996394,0
1586,21.2,19.29,0,482,0.002996394,0
1587,21.2,19.315,0,491.25,0.0030002961,0
1588,21.2,19.34,0,486.5,0.0030041982,0
1589,21.2,19.39,0,481,0.0030120026,0
1590,21.2,19.39,0,480,0.0030120026,0
1591,21.2,19.34,0,483.5,0.0030041982,0
1592,21.2,19.39,0,481.3333333333,0.0030120026,0
1593,21.2,19.39,0,484.3333333333,0.0030120026,0
1594,21.2,19.39,0,479.6666666667,0.0030120026,0
1595,21.2,19.39,0,479,0.0030120026,0
1596,21.2,19.39,0,477.5,0.0030120026,0
1597,21.2,19.39,0,483,0.0030120026,0
1598,21.15,19.39,0,482,0.0030027276,0
1599,21.2,19.39,0,483.25,0.0030120026,0
1600,21.2,19.39,0,477,0.0030120026,0
1601,21.2,19.3566666667,0,479,0.0030067996,0
1602,21.2,19.39,0,482.5,0.0030120026,0
1603,21.2,19.39,0,474,0.0030120026,0
1604,21.2,19.39,0,473,0.0030120026,0
1605,21.2,19.39,0,472,0.0030120026,0
1606,21.2,19.39,0,472.5,0.0030120026,0
1607,21.2,19.445,0,475,0.0030205877,0
1608,21.2,19.39,0,475,0.0030120026,0
1609,21.2,19.445,0,477.5,0.0030205877,0
1610,21.15,19.5,0,474,0.0030198448,0
1611,21.1666666667,19.5,0,474.6666666667,0.0030229514,0
1612,21.1,19.5,0,470.5,0.0030105419,0
1613,21.1,19.5,0,474.3333333333,0.0030105419,0
1614,21.1,19.5,0,483,0.0030105419,0
1615,21.1,19.6,0,484,0.0030260557,0
1616,21.0333333333,19.5333333333,0,479.3333333333,0.0030033272,0
1617,21,19.6,0,479.5,0.0030074296,0
1618,21,19.6,0,473,0.0030074296,0
1619,21,19.6,0,470,0.0030074296,0
1620,21,19.6,0,464,0.0030074296,0
1621,21,19.7,0,463.5,0.0030228482,0
1622,21,19.7,0,467.5,0.0030228482,0
1623,21,19.7,0,476,0.0030228482,0
1624,21,19.76,0,474,0.0030320997,0
1625,21,19.79,0,471,0.0030367256,0
1626,21,19.79,0,472,0.0030367256,0
1627,21,19.79,0,472,0.0030367256,0
1628,21,19.79,0,474.25,0.0030367256,0
1629,20.9725,19.79,0,473,0.0030315712,0
1630,21,19.79,0,469,0.0030367256,0
1631,20.9633333333,19.79,0,472.6666666667,0.0030298548,0
1632,21,19.79,0,473,0.0030367256,0
1633,20.89,19.79,0,471.5,0.0030161541,0
1634,20.9633333333,19.79,0,471.3333333333,0.0030298548,0
1635,21,19.79,0,469,0.0030367256,0
1636,20.89,19.89,0,471,0.0030314692,0
1637,20.89,19.84,0,470,0.0030238116,0
1638,20.89,19.89,0,469.5,0.0030314692,0
1639,20.89,19.89,0,464,0.0030314692,0
1640,20.89,19.89,0,467,0.0030314692,0
1641,20.89,19.9266666667,0,472,0.0030370849,0
1642,20.89,19.945,0,469.5,0.0030398928,0
1643,20.89,20,0,470.5,0.0030483166,0
1644,20.89,20,0,470,0.0030483166,0
1645,20.89,20,0,469,0.0030483166,0
1646,20.89,20,0,468.5,0.0030483166,0
1647,20.89,20,0,467.3333333333,0.0030483166,0
1648,20.89,20,0,467,0.0030483166,0
1649,20.89,20,0,464,0.0030483166,0
1650,20.89,20,0,462,0.0030483166,0
1651,20.89,20,0,466,0.0030483166,0
1652,20.89,20,0,465.5,0.0030483166,0
1653,20.79,20,0,464,0.0030295226,0
1654,20.89,20,0,469.6666666667,0.0030483166,0
1655,20.89,20.1,0,469.5,0.0030636333,0
1656,20.89,20.1,0,472,0.0030636333,0
1657,20.89,20.1,0,464.5,0.0030636333,0
1658,20.89,20.1,0,467,0.0030636333,0
1659,20.89,20.1,0,467,0.0030636333,0
1660,20.89,20.1,0,462,0.0030636333,0
1661,20.89,20.15,0,464.5,0.0030712919,0
1662,20.79,20.05,0,460,0.0030371334,0
1663,20.89,20.2,0,457,0.0030789507,0
1664,20.79,20.1,0,461,0.0030447443,0
1665,20.79,20.1,0,462,0.0030447443,0
1666,20.79,20.15,0,463.5,0.0030523555,0
1667,20.79,20.2,0,461.5,0.0030599669,0
1668,20.79,20.2,0,461.5,0.0030599669,0
1669,20.79,20.2,0,458,0.0030599669,0
1670,20.79,20.2,0,460,0.0030599669,0
1671,20.79,20.245,0,460,0.0030668172,0
1672,20.79,20.29,0,460.5,0.0030736677,0
1673,20.745,20.29,0,460,0.0030651204,0
1674,20.79,20.29,0,457,0.0030736677,0
1675,20.745,20.34,0,460.5,0.003072711,0
1676,20.7,20.39,0,461,0.0030717329,0
1677,20.745,20.39,0,458.5,0.0030803018,0
1678,20.7,20.39,0,461.3333333333,0.0030717329,0
1679,20.7,20.39,0,457.5,0.0030717329,0
1680,20.7,20.39,0,455,0.0030717329,0
1681,20.7,20.445,0,461.5,0.0030800596,0
1682,20.7,20.445,0,461,0.0030800596,0
1683,20.7,20.5,0,460.5,0.0030883866,0
1684,20.7,20.5,0,461,0.0030883866,0
1685,20.7,20.55,0,459.5,0.0030959567,0
1686,20.7,20.6,0,463,0.003103527,0
1687,20.7,20.6,0,463.5,0.003103527,0
1688,20.7,20.6,0,463,0.003103527,0
1689,20.7,20.6,0,464,0.003103527,0
1690,20.7,20.6,0,462.5,0.003103527,0
1691,20.7,20.6,0,457.6666666667,0.003103527,0
1692,20.6333333333,20.6333333333,0,460,0.0030957655,0
1693,20.7,20.7,0,460,0.0031186682,0
1694,20.65,20.65,0,458.5,0.0031014789,0
1695,20.6,20.6,0,461,0.0030843629,0
1696,20.65,20.65,0,460,0.0031014789,0
1697,20.6,20.6,0,454,0.0030843629,0
1698,20.6,20.7,0,451.3333333333,0.0030994102,0
1699,20.6,20.7,0,457,0.0030994102,0
1700,20.6,20.7,0,454.5,0.0030994102,0
1701,20.6,20.7,0,460,0.0030994102,0
1702,20.6,20.745,0,458.5,0.0031061817,0
1703,20.6,20.745,0,453.5,0.0031061817,0
1704,20.6,20.79,0,457,0.0031129533,0
1705,20.55,20.79,0,450.5,0.0031033215,0
1706,20.6,20.79,0,454.5,0.0031129533,0
1707,20.6,20.79,0,463,0.0031129533,0
1708,20.6,20.79,0,459,0.0031129533,0
1709,20.6,20.84,0,452.5,0.0031204775,0
1710,20.6,20.89,0,451,0.0031280019,0
1711,20.55,20.89,0,446,0.0031183233,0
1712,20.6,20.84,0,449.5,0.0031204775,0
1713,20.55,20.89,0,449.5,0.0031183233,0
1714,20.6,20.89,0,450,0.0031280019,0
1715,20.6,20.89,0,453.5,0.0031280019,0
1716,20.6,20.89,0,458.5,0.0031280019,0
1717,20.575,20.9175,0,459.5,0.0031272914,0
1718,20.6,20.89,0,457,0.0031280019,0
1719,20.5,20.945,0,458,0.0031168968,0
1720,20.5,21,0,453,0.0031251226,0
1721,20.55,21,0,450.5,0.0031348262,0
1722,20.6,21,0,455,0.0031445563,0
1723,20.55,21,0,453,0.0031348262,0
1724,20.55,21,0,454.5,0.0031348262,0
1725,20.5,21,0,455,0.0031251226,0
1726,20.6,21,0,452,0.0031445563,0
1727,20.5666666667,21.0333333333,0,456,0.0031430728,0
1728,20.55,21.05,0,454,0.0031423278,0
1729,20.5,21.1,0,453,0.0031400793,0
1730,20.55,21.1,0,460.5,0.0031498295,0
1731,20.6,21.1,0,455,0.0031596064,0
1732,20.5,21.1,0,452,0.0031400793,0
1733,20.55,21.1,0,453,0.0031498295,0
1734,20.55,21.1,0,454,0.0031498295,0
1735,20.5,21.1,0,454.5,0.0031400793,0
1736,20.5,21.1,0,455,0.0031400793,0
1737,20.5,21.1,0,454,0.0031400793,0
1738,20.55,21.1,0,454,0.0031498295,0
1739,20.5,21.1,0,447,0.0031400793,0
1740,20.5,21.1,0,454,0.0031400793,0
1741,20.5333333333,21.2,0,455.6666666667,0.003161565,0
1742,20.5,21.2,0,456,0.0031550367,0
1743,20.5,21.2,0,453,0.0031550367,0
1744,20.5,21.2,0,452,0.0031550367,0
1745,20.5,21.2,0,446,0.0031550367,0
1746,20.5,21.2,0,452.3333333333,0.0031550367,0
1747,20.5,21.245,0,451,0.0031617677,0
1748,20.5,21.2,0,449,0.0031550367,0
1749,20.5,21.2,0,447,0.0031550367,0
1750,20.5,21.245,0,450,0.0031617677,0
1751,20.5,21.29,0,449,0.0031684989,0
1752,20.5,21.26,0,448.3333333333,0.0031640114,0
1753,20.5,21.2675,0,443.75,0.0031651333,0
1754,20.5,21.29,0,442.5,0.0031684989,0
1755,20.5,21.29,0,444.5,0.0031684989,0
1756,20.5,21.29,0,446.25,0.0031684989,0
1757,20.5,21.29,0,448,0.0031684989,0
1758,20.5,21.29,0,451,0.0031684989,0
1759,20.5,21.29,0,452.3333333333,0.0031684989,0
1760,20.5,21.29,0,447,0.0031684989,0
1761,20.445,21.29,0,446.5,0.0031577071,0
1762,20.5,21.29,0,442,0.0031684989,0
1763,20.5,21.29,0,452,0.0031684989,0
1764,20.39,21.29,0,450,0.0031469476,0
1765,20.445,21.29,0,443.5,0.0031577071,0
1766,20.39,21.29,0,443,0.0031469476,0
1767,20.4266666667,21.29,0,450,0.003154117,0
1768,20.39,21.29,0,445.6666666667,0.0031469476,0
1769,20.39,21.29,0,443.6666666667,0.0031469476,0
1770,20.39,21.29,0,445.3333333333,0.0031469476,0
1771,20.39,21.29,0,449,0.0031469476,0
1772,20.39,21.29,0,444.5,0.0031469476,0
1773,20.39,21.29,0,445.5,0.0031469476,0
1774,20.39,21.29,0,447,0.0031469476,0
1775,20.39,21.29,0,446.5,0.0031469476,0
1776,20.39,21.29,0,451,0.0031469476,0
1777,20.39,21.29,0,448,0.0031469476,0
1778,20.39,21.29,0,450,0.0031469476,0
1779,20.39,21.29,0,442.6666666667,0.0031469476,0
1780,20.39,21.29,0,445,0.0031469476,0
1781,20.39,21.29,0,444.5,0.0031469476,0
1782,20.3566666667,21.29,0,441.6666666667,0.0031404425,0
1783,20.3566666667,21.29,0,442.3333333333,0.0031404425,0
1784,20.39,21.29,0,441,0.0031469476,0
1785,20.29,21.29,0,440.5,0.0031274677,0
1786,20.39,21.29,0,447,0.0031469476,0
1787,20.34,21.29,0,439.5,0.0031371944,0
1788,20.29,21.29,0,444,0.0031274677,0
1789,20.29,21.29,0,445.5,0.0031274677,0
1790,20.29,21.29,0,446.6666666667,0.0031274677,0
1791,20.3233333333,21.29,0,444.3333333333,0.0031339492,0
1792,20.29,21.29,0,446.5,0.0031274677,0
1793,20.3233333333,21.29,0,449.3333333333,0.0031339492,0
1794,20.29,21.29,0,445,0.0031274677,0
1795,20.29,21.29,0,447,0.0031274677,0
1796,20.29,21.29,0,443.5,0.0031274677,0
1797,20.29,21.29,0,447,0.0031274677,0
1798,20.29,21.29,0,445,0.0031274677,0
1799,20.29,21.29,0,443,0.0031274677,0
1800,20.29,21.29,0,446,0.0031274677,0
1801,20.245,21.245,0,438,0.0031121115,0
1802,20.29,21.29,0,435.3333333333,0.0031274677,0
1803,20.29,21.29,0,443,0.0031274677,0
1804,20.29,21.29,0,441,0.0031274677,0
1805,20.29,21.29,0,439.5,0.0031274677,0
1806,20.2225,21.2225,0,445,0.0031044554,0
1807,20.2,21.2,0,442.5,0.0030968141,0
1808,20.2,21.2,0,443.5,0.0030968141,0
1809,20.2,21.2,0,444,0.0030968141,0
1810,20.2,21.29,0,438,0.0031100266,0
1811,20.2,21.2,0,439,0.0030968141,0
1812,20.2,21.29,0,441.5,0.0031100266,0
1813,20.2,21.29,0,444,0.0031100266,0
1814,20.2,21.29,0,446.5,0.0031100266,0
1815,20.2,21.29,0,446,0.0031100266,0
1816,20.2,21.29,0,447,0.0031100266,0
1817,20.2,21.29,0,447,0.0031100266,0
1818,20.2,21.29,0,446.3333333333,0.0031100266,0
1819,20.2,21.29,0,445.75,0.0031100266,0
1820,20.2,21.29,0,445,0.0031100266,0
1821,20.2,21.29,0,444.5,0.0031100266,0
1822,20.1666666667,21.23,0,446.3333333333,0.0030947986,0
1823,20.15,21.245,0,446.5,0.0030937885,0
1824,20.2,21.29,0,448,0.0031100266,0
1825,20.15,21.245,0,450,0.0030937885,0
1826,20.15,21.29,0,452,0.0031003742,0
1827,20.2,21.2,0,449,0.0030968141,0
1828,20.15,21.2,0,446.5,0.0030872029,0
1829,20.2,21.2,0,446.5,0.0030968141,0
1830,20.15,21.2,0,448.5,0.0030872029,0
1831,20.1,21.2,0,446,0.0030776179,0
1832,20.2,21.2,0,446,0.0030968141,0
1833,20.1,21.2,0,441,0.0030776179,0
1834,20.1,21.2,0,443,0.0030776179,0
1835,20.1,21.2,0,444.3333333333,0.0030776179,0
1836,20.1,21,0,444,0.0030484415,0
1837,20.1,21.1,0,443,0.0030630294,0
1838,20.1,21.1,0,444,0.0030630294,0
1839,20.1,21.1,0,447.5,0.0030630294,0
1840,20.1,21.1,0,443,0.0030630294,0
1841,20.1,21.0666666667,0,442.3333333333,0.0030581667,0
1842,20.1,21.0666666667,0,444.6666666667,0.0030581667,0
1843,20.1,21,0,444.5,0.0030484415,0
1844,20.1,21,0,445.3333333333,0.0030484415,0
1845,20.1,21,0,446.5,0.0030484415,0
1846,20.1,21,0,445,0.0030484415,0
1847,20.1,21,0,442,0.0030484415,0
1848,20.1666666667,21,0,439,0.0030611054,0
1849,20.2,21,0,441,0.0030674547,0
1850,20.2,20.9633333333,0,445.6666666667,0.0030620725,0
1851,20.2,20.89,0,446,0.0030513083,0
1852,20.2,20.8566666667,0,443.6666666667,0.0030464156,0
1853,20.2,20.89,0,439,0.0030513083,0
1854,20.2,20.79,0,441,0.0030366304,0
1855,20.2,20.79,0,442,0.0030366304,0
1856,20.2,20.745,0,443.5,0.0030300256,0
1857,20.245,20.84,0,443,0.0030524932,0
1858,20.245,20.84,0,442,0.0030524932,0
1859,20.29,20.89,0,443,0.0030684185,0
1860,20.29,20.89,0,444,0.0030684185,0
1861,20.29,20.79,0,443,0.0030536579,0
1862,20.29,20.79,0,442,0.0030536579,0
1863,20.29,20.79,0,443,0.0030536579,0
1864,20.29,20.79,0,441,0.0030536579,0
1865,20.29,20.79,0,446.3333333333,0.0030536579,0
1866,20.29,20.7,0,446,0.003040374,0
1867,20.29,20.7,0,439,0.003040374,0
1868,20.3566666667,20.7,0,444.3333333333,0.0030529857,0
1869,20.29,20.65,0,446,0.0030329943,0
1870,20.29,20.7,0,442,0.003040374,0
1871,20.29,20.7,0,441.5,0.003040374,0
1872,20.29,20.7,0,440.5,0.003040374,0
1873,20.29,20.7,0,443.5,0.003040374,0
1874,20.29,20.7,0,440.5,0.003040374,0
1875,20.29,20.7,0,437.5,0.003040374,0
1876,20.29,20.7,0,438,0.003040374,0
1877,20.29,20.7,0,443,0.003040374,0
1878,20.26,20.7,0,443,0.0030347137,0
1879,20.29,20.7,0,436.3333333333,0.003040374,0
1880,20.29,20.76,0,438.3333333333,0.0030492299,0
1881,20.29,20.7,0,437,0.003040374,0
1882,20.29,20.7,0,439,0.003040374,0
1883,20.245,20.7,0,436,0.003031887,0
1884,20.29,20.7,0,432.5,0.003040374,0
1885,20.23,20.6333333333,0,435,0.0030192599,0
1886,20.245,20.65,0,442,0.003024528,0
1887,20.2,20.6,0,444.5,0.0030087444,0
1888,20.29,20.7,0,447,0.003040374,0
1889,20.2,20.6,0,446,0.0030087444,0
1890,20.23,20.5666666667,0,442.3333333333,0.0030094574,0
1891,20.245,20.55,0,440,0.0030098105,0
1892,20.29,20.6,0,440,0.0030256147,0
1893,20.26,20.4966666667,0,439.6666666667,0.0030047601,0
1894,20.29,20.5,0,442,0.0030108562,0
1895,20.29,20.55,0,441,0.0030182354,0
1896,20.29,20.6,0,441,0.0030256147,0
1897,20.29,20.5,0,441.75,0.0030108562,0
1898,20.3233333333,20.5,0,442,0.0030170948,0
1899,20.39,20.445,0,443,0.0030214386,0
1900,20.39,20.39,0,443,0.0030132711,0
1901,20.39,20.29,0,440,0.0029984217,0
1902,20.39,20.2,0,441,0.0029850578,0
1903,20.39,20.2,0,439,0.0029850578,0
1904,20.39,20.2,0,436,0.0029850578,0
1905,20.39,20.1,0,433.5,0.0029702097,0
1906,20.39,20.1,0,435,0.0029702097,0
1907,20.39,20.05,0,434,0.0029627859,0
1908,20.34,20.05,0,438.5,0.0029536061,0
1909,20.39,20.05,0,440,0.0029627859,0
1910,20.39,20,0,439,0.0029553623,0
1911,20.39,20,0,440.5,0.0029553623,0
1912,20.39,20,0,433,0.0029553623,0
1913,20.39,19.945,0,436.5,0.0029471966,0
1914,20.5,19.89,0,438,0.0029591517,0
1915,20.4266666667,19.9266666667,0,438,0.0029511806,0
1916,20.5,19.89,0,441,0.0029591517,0
1917,20.5,19.89,0,434,0.0029591517,0
1918,20.5,19.89,0,439.5,0.0029591517,0
1919,20.5,19.89,0,438,0.0029591517,0
1920,20.5,19.89,0,435.5,0.0029591517,0
1921,20.5,19.89,0,436,0.0029591517,0
1922,20.5,19.89,0,439.5,0.0029591517,0
1923,20.5,19.89,0,439.5,0.0029591517,0
1924,20.5,19.89,0,438.5,0.0029591517,0
1925,20.5,19.89,0,435,0.0029591517,0
1926,20.5,19.745,0,435,0.0029374773,0
1927,20.5,19.79,0,436,0.0029442037,0
1928,20.55,19.84,0,433,0.0029608401,0
